Obim0|KOF62315.1	OG5_159714	cpip|CPIJ009839	2	-16	33	98
Obim0|KOF62316.1	OG5_159714	cpip|CPIJ009839	3	-14	30	97
Obim0|KOF62317.1	OG5_159714	cpip|CPIJ009839	4	-29	32	100
Obim0|KOF62319.1	OG5_128228	aaeg|AAEL013389-PA	3	-30	82	86
Obim0|KOF62320.1	NO_GROUP	bmaa|14972.m07869	4	-11	37	99
Obim0|KOF62321.1	OG5_132412	phum|PHUM128490	1	-47	47	98
Obim0|KOF62323.1	OG5_131909	mdom|ENSMODP00000010165	1	-11	30	73
Obim0|KOF62326.1	OG5_154770	nvec|gw.2173.1.1	5	-10	26	90
Obim0|KOF62327.1	OG5_128647	sman|Smp_100420	5	-15	40	72
Obim0|KOF62328.1	OG5_131844	mdom|ENSMODP00000022296	1	-43	54	81
Obim0|KOF62329.1	OG5_129639	ptro|ENSPTRP00000009885	0	-181	61	100
Obim0|KOF62330.1	OG5_129546	tnig|ENSTNIP00000014676	1	-100	25	99
Obim0|KOF62332.1	OG5_134127	mmus|ENSMUSP00000023727	5	-83	42	83
Obim0|KOF62333.1	OG5_135305	mmus|ENSMUSP00000061305	1	-119	49	84
Obim0|KOF62335.1	OG5_130171	ggal|ENSGALP00000011677	1	-176	50	98
Obim0|KOF62336.1	OG5_142442	nvec|e_gw.549.14.1	6	-59	40	99
Obim0|KOF62337.1	OG5_126558	rnor|ENSRNOP00000007233	2	-13	27	86
Obim0|KOF62338.1	OG5_126558	tadh|e_gw1.1.1154.1	2	-39	38	99
Obim0|KOF62340.1	OG5_126558	crei|130849	5	-16	26	92
Obim0|KOF62354.1	OG5_152318	mbre|fgenesh2_pg.scaffold_11000125	2	-18	32	75
Obim0|KOF62355.1	OG5_127895	phum|PHUM240750	3	-75	49	51
Obim0|KOF62356.1	OG5_126592	cbri|WBGene00031587	2	-17	44	99
Obim0|KOF62357.1	OG5_126592	ggal|ENSGALP00000027146	5	-22	43	98
Obim0|KOF62358.1	OG5_126592	cbri|WBGene00031587	4	-25	39	100
Obim0|KOF62360.1	OG5_130909	mmus|ENSMUSP00000112375	2	-63	50	74
Obim0|KOF62361.1	OG5_133713	agam|AGAP011455-PA	2	-62	57	92
Obim0|KOF62362.1	OG5_129945	nvec|e_gw.317.26.1	1	-94	44	88
Obim0|KOF62363.1	OG5_130859	drer|ENSDARP00000085187	2	-86	58	97
Obim0|KOF62364.1	OG5_130859	drer|ENSDARP00000085187	2	-86	58	97
Obim0|KOF62365.1	OG5_130859	nvec|fgenesh1_pg.scaffold_245000040	7	-34	71	99
Obim0|KOF62366.1	OG5_133916	mmul|XP_001086753	4	-29	59	83
Obim0|KOF62368.1	OG5_126561	ggal|ENSGALP00000010735	1	-108	36	98
Obim0|KOF62369.1	OG5_128977	mmul|XP_001102081	3	-95	53	83
Obim0|KOF62371.1	OG5_130512	trub|ENSTRUP00000043334	3	-69	45	91
Obim0|KOF62372.1	OG5_135542	mmus|ENSMUSP00000039047	1	-24	33	68
Obim0|KOF62373.1	OG5_135542	ptro|ENSPTRP00000010813	3	-34	42	97
Obim0|KOF62374.1	OG5_128610	mmus|ENSMUSP00000086204	2	-76	41	95
Obim0|KOF62375.1	OG5_128610	apis|XP_001950050	9	-59	35	93
Obim0|KOF62378.1	OG5_126645	dmel|FBpp0289782	0	-181	62	99
Obim0|KOF62379.1	OG5_126645	dmel|FBpp0289782	0	-181	63	99
Obim0|KOF62380.1	OG5_126645	dmel|FBpp0289782	0	-181	61	99
Obim0|KOF62381.1	OG5_126645	dmel|FBpp0289782	0	-181	63	99
Obim0|KOF62382.1	OG5_175742	ddis|DDB_G0287407	8	-55	28	92
Obim0|KOF62383.1	OG5_131391	cint|ENSCINP00000025243	3	-44	37	97
Obim0|KOF62386.1	NO_GROUP	nvec|gw.8.69.1	7	-08	28	72
Obim0|KOF62387.1	NO_GROUP	isca|EEC12169	2	-20	76	91
Obim0|KOF62388.1	NO_GROUP	isca|EEC12169	2	-20	76	91
Obim0|KOF62389.1	OG5_133413	tnig|ENSTNIP00000014920	3	-62	34	84
Obim0|KOF62390.1	OG5_128539	tnig|ENSTNIP00000018200	3	-66	57	100
Obim0|KOF62391.1	OG5_135803	drer|ENSDARP00000104156	6	-09	53	87
Obim0|KOF62394.1	NO_GROUP	vcar|XP_002954884	1	-14	24	100
Obim0|KOF62395.1	OG5_159714	cpip|CPIJ009839	1	-21	30	93
Obim0|KOF62396.1	OG5_159714	cpip|CPIJ009839	4	-22	28	100
Obim0|KOF62398.1	OG5_130114	drer|ENSDARP00000026588	1	-176	66	99
Obim0|KOF62399.1	OG5_130114	drer|ENSDARP00000026588	0	-181	64	99
Obim0|KOF62400.1	OG5_130114	drer|ENSDARP00000026588	0	-181	60	99
Obim0|KOF62402.1	OG5_173236	mmus|ENSMUSP00000057651	1	-13	52	80
Obim0|KOF62404.1	OG5_131568	drer|ENSDARP00000098924	3	-62	41	80
Obim0|KOF62405.1	NO_GROUP	tadh|fgeneshTA2_pg.C_scaffold_12000167	4	-40	34	91
Obim0|KOF62408.1	OG5_133935	apis|XP_001949799	8	-89	44	91
Obim0|KOF62409.1	OG5_145630	nvec|estExt_fgenesh1_pg.C_2870024	3	-12	31	75
Obim0|KOF62411.1	OG5_168639	rnor|ENSRNOP00000001220	1	-71	37	94
Obim0|KOF62412.1	OG5_127344	agam|AGAP007796-PA	1	-174	56	100
Obim0|KOF62414.1	OG5_134332	nvec|e_gw.1347.13.1	4	-35	44	95
Obim0|KOF62415.1	OG5_134332	nvec|e_gw.1347.13.1	7	-33	47	93
Obim0|KOF62416.1	OG5_131568	cint|ENSCINP00000027072	8	-83	42	94
Obim0|KOF62418.1	OG5_141461	tnig|ENSTNIP00000004714	1	-52	68	52
Obim0|KOF62419.1	OG5_141461	tnig|ENSTNIP00000004714	4	-53	67	53
Obim0|KOF62420.1	OG5_128899	tadh|e_gw1.4.1365.1	4	-67	66	93
Obim0|KOF62421.1	OG5_128899	tadh|e_gw1.4.1365.1	4	-67	66	93
Obim0|KOF62423.1	OG5_135353	drer|ENSDARP00000047357	4	-47	35	75
Obim0|KOF62425.1	OG5_131314	apis|XP_001947863	1	-100	58	93
Obim0|KOF62426.1	OG5_131314	apis|XP_001947863	1	-100	58	93
Obim0|KOF62427.1	OG5_126539	apis|XP_001951603	1	-96	47	99
Obim0|KOF62428.1	OG5_139962	rnor|ENSRNOP00000000492	2	-43	35	51
Obim0|KOF62429.1	OG5_144641	pram|C_scaffold_47000013	7	-79	43	93
Obim0|KOF62430.1	OG5_126561	trub|ENSTRUP00000033312	1	-54	35	92
Obim0|KOF62431.1	OG5_128647	isca|EEC12870	2	-16	31	96
Obim0|KOF62432.1	OG5_128393	isca|EEC05774	1	-16	51	56
Obim0|KOF62433.1	OG5_169540	bmor|BGIBMGA003354	4	-61	37	89
Obim0|KOF62435.1	OG5_127265	drer|ENSDARP00000015045	5	-35	52	99
Obim0|KOF62436.1	OG5_127335	bmor|BGIBMGA008616	9	-71	41	91
Obim0|KOF62437.1	OG5_189434	cpip|CPIJ019766	2	-06	37	67
Obim0|KOF62438.1	OG5_127247	clup|ENSCAFP00000012710	5	-31	34	94
Obim0|KOF62441.1	OG5_129208	aaeg|AAEL012539-PA	0	-181	55	99
Obim0|KOF62442.1	OG5_132839	ggal|ENSGALP00000029955	1	-175	76	92
Obim0|KOF62443.1	OG5_132839	ggal|ENSGALP00000029955	1	-172	75	93
Obim0|KOF62444.1	OG5_126592	mdom|ENSMODP00000001037	3	-17	30	55
Obim0|KOF62445.1	OG5_141216	nvec|e_gw.214.32.1	7	-37	41	98
Obim0|KOF62446.1	OG5_130166	dmel|FBpp0084910	2	-82	52	93
Obim0|KOF62447.1	OG5_149569	bmor|BGIBMGA013854	1	-113	49	88
Obim0|KOF62448.1	OG5_126573	trub|ENSTRUP00000039718	3	-54	100	100
Obim0|KOF62449.1	OG5_126572	aaeg|AAEL015682-PA	6	-23	58	81
Obim0|KOF62450.1	OG5_126875	amel|XP_393751	1	-143	51	99
Obim0|KOF62557.1	OG5_126600	phum|PHUM596220	4	-28	79	100
Obim0|KOF62558.1	OG5_126600	tadh|fgeneshTA2_pm.C_scaffold_1000218	6	-09	92	100
Obim0|KOF62559.1	OG5_126600	agam|AGAP005306-PA	1	-24	91	100
Obim0|KOF62562.1	OG5_128064	agam|AGAP002658-PA	5	-39	78	100
Obim0|KOF62563.1	OG5_135803	cbri|WBGene00040584	1	-27	38	90
Obim0|KOF62564.1	OG5_134088	isca|EEC13626	9	-62	51	96
Obim0|KOF62565.1	OG5_135803	drer|ENSDARP00000104156	4	-09	48	84
Obim0|KOF62566.1	OG5_128287	phum|PHUM293370	3	-67	42	90
Obim0|KOF62567.1	OG5_144604	phum|PHUM530160	1	-24	40	51
Obim0|KOF62569.1	OG5_169913	cint|ENSCINP00000025552	1	-10	29	54
Obim0|KOF62571.1	OG5_141049	amel|XP_392730	0	-181	52	100
Obim0|KOF62572.1	OG5_141049	amel|XP_392730	0	-181	52	100
Obim0|KOF62573.1	OG5_135529	isca|EEC14303	1	-14	36	99
Obim0|KOF62574.1	OG5_176564	isca|EEC12387	6	-14	31	55
Obim0|KOF62575.1	OG5_133479	oana|ENSOANP00000011825	1	-97	53	87
Obim0|KOF62581.1	OG5_131995	nvec|estExt_fgenesh1_pg.C_740019	7	-80	55	92
Obim0|KOF62582.1	OG5_128523	dmel|FBpp0111769	2	-41	35	92
Obim0|KOF62583.1	OG5_128523	isca|EEC13456	1	-154	50	88
Obim0|KOF62584.1	OG5_128549	drer|ENSDARP00000086911	3	-56	58	99
Obim0|KOF62587.1	OG5_136337	oana|ENSOANP00000023165	1	-50	55	51
Obim0|KOF62588.1	OG5_136337	oana|ENSOANP00000023165	6	-49	54	52
Obim0|KOF62589.1	OG5_130755	clup|ENSCAFP00000034691	1	-38	61	100
Obim0|KOF62591.1	OG5_131391	cbri|WBGene00027508	4	-10	40	76
Obim0|KOF62592.1	OG5_130249	mmul|XP_002804168	1	-87	65	98
Obim0|KOF62593.1	OG5_127146	isca|EEC03058	1	-128	76	95
Obim0|KOF62595.1	OG5_132865	phum|PHUM154190	0	-181	57	96
Obim0|KOF62596.1	OG5_132865	phum|PHUM154190	0	-181	58	91
Obim0|KOF62597.1	OG5_132865	mdom|ENSMODP00000021945	0	-181	64	85
Obim0|KOF62598.1	OG5_129525	tnig|ENSTNIP00000020593	4	-28	40	92
Obim0|KOF62599.1	OG5_130187	dmel|FBpp0079777	2	-40	68	84
Obim0|KOF62600.1	OG5_126859	lmex|LmxM.08.0030	1	-13	39	70
Obim0|KOF62601.1	OG5_169540	bmor|BGIBMGA012113	5	-19	46	100
Obim0|KOF62602.1	OG5_171540	nvec|fgenesh1_pg.scaffold_190000009	4	-13	28	62
Obim0|KOF62604.1	OG5_131314	apis|XP_001952754	1	-107	57	99
Obim0|KOF62605.1	OG5_126828	amel|XP_395166	1	-30	44	82
Obim0|KOF62609.1	OG5_130848	trub|ENSTRUP00000037273	4	-81	61	95
Obim0|KOF62610.1	OG5_129778	isca|EEC11549	4	-51	38	100
Obim0|KOF62612.1	OG5_130413	mmul|XP_002804594	0	-181	46	51
Obim0|KOF62613.1	OG5_130413	mdom|ENSMODP00000023906	0	-181	46	50
Obim0|KOF62614.1	OG5_130413	mdom|ENSMODP00000023906	0	-181	46	50
Obim0|KOF62615.1	OG5_130413	mdom|ENSMODP00000023906	0	-181	46	50
Obim0|KOF62616.1	NO_GROUP	nvec|estExt_fgenesh1_pg.C_5310004	4	-17	38	100
Obim0|KOF62617.1	OG5_241715	nvec|e_gw.165.44.1	6	-13	38	84
Obim0|KOF62623.1	OG5_131314	apis|XP_001948812	5	-44	58	100
Obim0|KOF62624.1	OG5_126539	apis|XP_001945749	0	-181	58	100
Obim0|KOF62628.1	OG5_242339	nvec|gw.2941.5.1	1	-10	51	93
Obim0|KOF62629.1	OG5_126660	nvec|estExt_GenewiseH_1.C_2100055	1	-12	88	59
Obim0|KOF62630.1	OG5_133290	drer|ENSDARP00000032784	1	-143	47	97
Obim0|KOF62631.1	OG5_133290	drer|ENSDARP00000032784	1	-143	47	98
Obim0|KOF62634.1	OG5_129758	phum|PHUM432050	0	-181	46	97
Obim0|KOF62635.1	OG5_129758	phum|PHUM432050	0	-181	46	97
Obim0|KOF62636.1	OG5_126561	mmus|ENSMUSP00000042186	0	-181	49	97
Obim0|KOF62637.1	OG5_135803	cbri|WBGene00040584	2	-29	36	94
Obim0|KOF62639.1	OG5_127335	cele|WBGene00019136	7	-18	43	56
Obim0|KOF62640.1	OG5_130142	isca|EEC13800	1	-60	36	99
Obim0|KOF62641.1	OG5_130142	dmel|FBpp0073932	8	-72	48	73
Obim0|KOF62642.1	OG5_130142	isca|EEC13800	1	-91	46	99
Obim0|KOF62643.1	OG5_132758	cpip|CPIJ006773	1	-105	52	76
Obim0|KOF62646.1	OG5_127578	amel|XP_624014	1	-108	86	80
Obim0|KOF62647.1	OG5_127578	tadh|fgeneshTA2_pg.C_scaffold_9000318	0	-181	81	100
Obim0|KOF62650.1	OG5_191958	bmaa|12672.m00043	3	-20	78	100
Obim0|KOF62651.1	OG5_130811	mdom|ENSMODP00000034976	2	-13	40	83
Obim0|KOF62654.1	OG5_169540	bmor|BGIBMGA003354	9	-31	44	56
Obim0|KOF62657.1	OG5_136757	amel|XP_393727	7	-11	28	93
Obim0|KOF62658.1	OG5_136757	amel|XP_393727	6	-11	28	93
Obim0|KOF62660.1	OG5_166925	nvec|fgenesh1_pg.scaffold_208000018	5	-27	35	74
Obim0|KOF62661.1	OG5_127511	pyoe|PY00878	5	-08	23	64
Obim0|KOF62665.1	OG5_132829	agam|AGAP005898-PA	4	-09	79	52
Obim0|KOF62666.1	OG5_141431	ecab|XP_001501177	2	-10	26	60
Obim0|KOF62667.1	OG5_141431	ecab|XP_001501177	2	-10	26	60
Obim0|KOF62668.1	OG5_152162	phum|PHUM334550	5	-20	78	96
Obim0|KOF62670.1	OG5_126539	apis|XP_001945749	1	-112	47	98
Obim0|KOF62671.1	OG5_126539	apis|XP_001946784	1	-117	46	92
Obim0|KOF62672.1	OG5_126539	apis|XP_001946784	1	-124	49	94
Obim0|KOF62673.1	OG5_126539	mmus|ENSMUSP00000104682	1	-122	50	96
Obim0|KOF62674.1	OG5_144847	trub|ENSTRUP00000017888	7	-20	34	61
Obim0|KOF62675.1	OG5_144277	ggal|ENSGALP00000021146	6	-80	34	99
Obim0|KOF62676.1	OG5_131601	tnig|ENSTNIP00000012301	8	-48	39	96
Obim0|KOF62679.1	OG5_136843	mdom|ENSMODP00000001452	4	-79	41	52
Obim0|KOF62681.1	OG5_133293	mdom|ENSMODP00000019064	1	-138	36	92
Obim0|KOF62682.1	OG5_133293	mdom|ENSMODP00000019064	1	-137	34	96
Obim0|KOF62684.1	OG5_130881	tnig|ENSTNIP00000005053	2	-47	33	94
Obim0|KOF62686.1	OG5_127135	aaeg|AAEL003718-PA	1	-134	47	98
Obim0|KOF62687.1	OG5_127135	aaeg|AAEL003718-PA	1	-134	47	98
Obim0|KOF62688.1	OG5_127135	aaeg|AAEL003718-PA	1	-134	47	98
Obim0|KOF62690.1	OG5_139699	nvec|e_gw.224.21.1	3	-25	29	98
Obim0|KOF62691.1	OG5_130238	ggal|ENSGALP00000014503	2	-25	29	96
Obim0|KOF62692.1	OG5_133412	isca|EEC13548	5	-16	36	75
Obim0|KOF62694.1	OG5_126614	phum|PHUM361230	4	-13	52	89
Obim0|KOF62695.1	OG5_134962	amel|XP_392929	6	-12	29	52
Obim0|KOF62697.1	OG5_127335	bmor|BGIBMGA008616	2	-77	47	98
Obim0|KOF62698.1	OG5_127406	mdom|ENSMODP00000007899	1	-176	38	96
Obim0|KOF62699.1	OG5_127406	mdom|ENSMODP00000007899	1	-176	38	96
Obim0|KOF62700.1	OG5_127406	mdom|ENSMODP00000007899	1	-177	38	96
Obim0|KOF62701.1	OG5_127406	mdom|ENSMODP00000007899	1	-177	38	96
Obim0|KOF62702.1	OG5_128769	cpip|CPIJ018269	6	-42	38	92
Obim0|KOF62703.1	OG5_215985	nvec|fgenesh1_pg.scaffold_29000008	5	-52	55	100
Obim0|KOF62707.1	OG5_134332	nvec|e_gw.484.19.1	6	-34	53	97
Obim0|KOF62708.1	OG5_134651	isca|EEC20229	3	-24	61	81
Obim0|KOF62709.1	OG5_134651	isca|EEC20229	3	-24	61	81
Obim0|KOF62711.1	OG5_152383	isca|EEC12998	5	-11	48	63
Obim0|KOF62712.1	OG5_129845	amel|XP_001120987	1	-122	41	76
Obim0|KOF62718.1	OG5_134193	phum|PHUM092770	2	-42	27	82
Obim0|KOF62719.1	OG5_126814	cint|ENSCINP00000002265	7	-30	42	73
Obim0|KOF62720.1	OG5_135803	cbri|WBGene00040584	6	-16	55	50
Obim0|KOF62721.1	OG5_127335	bmor|BGIBMGA008616	2	-33	38	99
Obim0|KOF62722.1	OG5_129604	drer|ENSDARP00000018865	3	-11	40	62
Obim0|KOF62723.1	OG5_131314	apis|XP_001947682	3	-34	53	99
Obim0|KOF62724.1	OG5_126539	apis|XP_001949223	1	-110	61	97
Obim0|KOF62725.1	OG5_126539	apis|XP_001943533	1	-141	56	100
Obim0|KOF62726.1	OG5_126539	apis|XP_001942940	1	-151	61	97
Obim0|KOF62727.1	OG5_126539	apis|XP_001946784	1	-130	63	94
Obim0|KOF62728.1	OG5_131314	apis|XP_001946606	1	-106	58	93
Obim0|KOF62729.1	OG5_131314	apis|XP_001947813	1	-107	64	100
Obim0|KOF62730.1	OG5_131314	apis|XP_001947813	1	-107	64	100
Obim0|KOF62731.1	OG5_131314	apis|XP_001947813	1	-107	64	100
Obim0|KOF62732.1	OG5_131314	apis|XP_001947863	2	-95	64	92
Obim0|KOF62733.1	OG5_126539	apis|XP_001946784	2	-40	64	87
Obim0|KOF62734.1	OG5_131314	apis|XP_001948812	1	-34	66	97
Obim0|KOF62735.1	OG5_131314	apis|XP_001948812	1	-104	64	92
Obim0|KOF62736.1	OG5_131314	apis|XP_001948812	1	-94	64	91
Obim0|KOF62737.1	OG5_131314	apis|XP_001947863	1	-118	63	92
Obim0|KOF62738.1	OG5_126539	apis|XP_001942940	1	-125	63	93
Obim0|KOF62740.1	OG5_126539	apis|XP_001951603	1	-146	52	99
Obim0|KOF62741.1	OG5_126539	apis|XP_001951603	1	-57	47	100
Obim0|KOF62742.1	NO_GROUP	bmor|BGIBMGA002061	3	-07	23	78
Obim0|KOF62743.1	OG5_234764	isca|EEC03244	3	-08	24	90
Obim0|KOF62746.1	OG5_173340	nvec|e_gw.11.350.1	1	-30	28	97
Obim0|KOF62747.1	OG5_137020	nvec|gw.4183.2.1	4	-15	38	98
Obim0|KOF62748.1	OG5_132926	tvag|TVAG_340730	2	-27	35	94
Obim0|KOF62750.1	OG5_137426	nvec|fgenesh1_pg.scaffold_45000074	4	-22	31	61
Obim0|KOF62751.1	OG5_140993	trub|ENSTRUP00000037297	1	-117	32	98
Obim0|KOF62752.1	OG5_185009	sman|Smp_099360	5	-13	50	86
Obim0|KOF62754.1	OG5_179306	nvec|gw.1364.5.1	5	-10	40	87
Obim0|KOF62755.1	OG5_131218	aaeg|AAEL009495-PA	0	-181	41	100
Obim0|KOF62756.1	OG5_131218	cpip|CPIJ006771	0	-181	41	100
Obim0|KOF62457.1	OG5_132347	tcon|TcIL3000.0.27280	7	-20	28	74
Obim0|KOF62458.1	NO_GROUP	nvec|fgenesh1_pg.scaffold_293000005	3	-20	43	100
Obim0|KOF62459.1	OG5_126539	apis|XP_001945749	1	-20	54	92
Obim0|KOF62460.1	OG5_126997	nvec|estExt_fgenesh1_kg.C_350003	2	-16	47	90
Obim0|KOF62461.1	OG5_143318	cint|ENSCINP00000013539	5	-12	27	95
Obim0|KOF62463.1	OG5_131658	tnig|ENSTNIP00000005286	6	-19	39	96
Obim0|KOF62464.1	OG5_128552	tadh|estExt_fgeneshTA2_pg.C_11488	1	-32	39	76
Obim0|KOF62465.1	OG5_142054	drer|ENSDARP00000091551	1	-39	49	97
Obim0|KOF62466.1	OG5_142054	drer|ENSDARP00000091551	2	-53	49	100
Obim0|KOF62467.1	OG5_132231	aaeg|AAEL003969-PA	1	-114	46	54
Obim0|KOF62470.1	OG5_152383	isca|EEC12998	4	-27	50	70
Obim0|KOF62474.1	OG5_127906	mmul|XP_001098395	1	-120	44	99
Obim0|KOF62476.1	OG5_128300	mdom|ENSMODP00000023634	4	-83	32	84
Obim0|KOF62477.1	OG5_127335	bmor|BGIBMGA008616	2	-27	48	84
Obim0|KOF62478.1	OG5_129029	phum|PHUM046970	2	-66	54	94
Obim0|KOF62479.1	OG5_129029	phum|PHUM046970	2	-66	54	94
Obim0|KOF62480.1	OG5_142915	apis|XP_001945169	4	-24	28	94
Obim0|KOF62481.1	OG5_139121	agam|AGAP003801-PA	1	-20	39	52
Obim0|KOF62482.1	OG5_130424	ggal|ENSGALP00000025642	1	-178	38	99
Obim0|KOF62508.1	OG5_132008	ecab|XP_001497568	3	-27	60	87
Obim0|KOF62510.1	OG5_127113	oana|ENSOANP00000019362	0	-181	68	96
Obim0|KOF62517.1	OG5_127676	tadh|e_gw1.5.746.1	3	-09	51	90
Obim0|KOF62518.1	OG5_133913	apis|XP_001952417	1	-47	68	87
Obim0|KOF62525.1	OG5_126615	oana|ENSOANP00000014437	1	-12	34	74
Obim0|KOF62526.1	OG5_147716	tadh|fgeneshTA2_pg.C_scaffold_4000021	7	-51	23	98
Obim0|KOF62527.1	OG5_126592	bmaa|14260.m00125	1	-15	41	99
Obim0|KOF62529.1	OG5_129790	mmus|ENSMUSP00000105924	2	-69	69	99
Obim0|KOF62530.1	OG5_129790	mmus|ENSMUSP00000105924	2	-69	69	99
Obim0|KOF62531.1	OG5_128682	ecab|XP_001492141	0	-181	58	99
Obim0|KOF62532.1	OG5_143002	drer|ENSDARP00000103199	2	-08	29	83
Obim0|KOF62533.1	OG5_143002	drer|ENSDARP00000103199	2	-08	29	83
Obim0|KOF62534.1	OG5_132995	isca|EEC12327	2	-20	41	93
Obim0|KOF62535.1	OG5_132995	isca|EEC12327	6	-44	35	99
Obim0|KOF62536.1	OG5_131314	apis|XP_001948812	4	-50	56	100
Obim0|KOF62537.1	OG5_136192	phum|PHUM308900	4	-16	28	68
Obim0|KOF62538.1	OG5_136192	phum|PHUM308900	4	-16	28	68
Obim0|KOF62539.1	OG5_131148	tnig|ENSTNIP00000016424	3	-43	47	97
Obim0|KOF62541.1	OG5_130979	phum|PHUM527200	1	-127	61	96
Obim0|KOF62542.1	OG5_131909	mdom|ENSMODP00000010165	2	-13	37	70
Obim0|KOF62544.1	OG5_159929	cint|ENSCINP00000008660	2	-21	36	73
Obim0|KOF62546.1	OG5_131948	tnig|ENSTNIP00000015515	9	-70	41	50
Obim0|KOF62547.1	OG5_131948	tnig|ENSTNIP00000005275	3	-39	46	59
Obim0|KOF62551.1	OG5_126539	apis|XP_001942940	1	-156	61	100
Obim0|KOF62553.1	OG5_137572	tnig|ENSTNIP00000013147	1	-12	46	97
Obim0|KOF62554.1	OG5_137572	ecab|XP_001492115	1	-14	31	98
Obim0|KOF62555.1	OG5_127565	wsuc|NP_906885	2	-09	24	80
Obim0|KOF62556.1	OG5_126600	trub|ENSTRUP00000010780	2	-16	72	73
Obim0|KOF62757.1	OG5_131218	cpip|CPIJ006771	0	-181	41	100
Obim0|KOF62759.1	OG5_126539	apis|XP_001949223	3	-11	45	99
Obim0|KOF62760.1	OG5_126539	mdom|ENSMODP00000029905	1	-09	56	87
Obim0|KOF62761.1	OG5_128531	nvec|estExt_fgenesh1_pm.C_1870003	1	-44	57	58
Obim0|KOF62763.1	OG5_135725	drer|ENSDARP00000104015	1	-26	34	80
Obim0|KOF62764.1	OG5_131700	drer|ENSDARP00000073491	8	-63	37	93
Obim0|KOF62765.1	OG5_131700	drer|ENSDARP00000073491	3	-62	46	63
Obim0|KOF62766.1	OG5_131700	agam|AGAP009533-PA	3	-11	33	98
Obim0|KOF62768.1	OG5_127947	tnig|ENSTNIP00000003405	2	-28	37	76
Obim0|KOF62770.1	OG5_169540	bmor|BGIBMGA012113	1	-19	49	92
Obim0|KOF62771.1	OG5_127335	bmor|BGIBMGA008616	1	-25	65	92
Obim0|KOF62772.1	OG5_129115	aaeg|AAEL007756-PA	1	-108	45	75
Obim0|KOF62773.1	OG5_152958	trub|ENSTRUP00000010296	2	-06	42	88
Obim0|KOF62775.1	OG5_127335	osat|NP_001064280	9	-28	50	83
Obim0|KOF62776.1	OG5_138572	isca|EEC07436	2	-26	37	79
